2026-04-02 10:57:44 | src.utils.logger_setup | INFO     | setup_logging:76 | Logging initialized. Log file: data\logs\diagnostic_platform_20260402.log
2026-04-02 10:57:44 | src.utils.logger_setup | INFO     | <module>:736 | Enhanced application started
2026-04-02 13:40:08 | src.utils.logger_setup | INFO     | setup_logging:76 | Logging initialized. Log file: data\logs\diagnostic_platform_20260402.log
2026-04-02 13:40:08 | src.utils.logger_setup | INFO     | <module>:736 | Enhanced application started
2026-04-02 13:40:58 | src.utils.logger_setup | INFO     | setup_logging:76 | Logging initialized. Log file: data\logs\diagnostic_platform_20260402.log
2026-04-02 13:40:58 | src.utils.logger_setup | INFO     | <module>:736 | Enhanced application started
2026-04-02 13:41:04 | src.utils.logger_setup | INFO     | extract_and_validate_vision_data:1011 | Vision data validated: {'rpm': 5000, 'speed': 119, 'load': 0, 'temp': 100, 'dtc': 'P0100'}
2026-04-02 13:41:04 | src.utils.logger_setup | INFO     | log_execution_time:108 | ⏱️ Vision_Extraction took 5121.93ms
2026-04-02 13:41:04 | src.utils.logger_setup | INFO     | setup_logging:76 | Logging initialized. Log file: data\logs\diagnostic_platform_20260402.log
2026-04-02 13:41:04 | src.utils.logger_setup | INFO     | <module>:736 | Enhanced application started
2026-04-02 13:41:07 | src.utils.logger_setup | INFO     | setup_logging:76 | Logging initialized. Log file: data\logs\diagnostic_platform_20260402.log
2026-04-02 13:41:07 | src.utils.logger_setup | INFO     | <module>:736 | Enhanced application started
2026-04-02 13:41:10 | src.utils.logger_setup | INFO     | setup_logging:76 | Logging initialized. Log file: data\logs\diagnostic_platform_20260402.log
2026-04-02 13:41:10 | src.utils.logger_setup | INFO     | <module>:736 | Enhanced application started
2026-04-02 13:41:19 | src.utils.logger_setup | INFO     | setup_logging:76 | Logging initialized. Log file: data\logs\diagnostic_platform_20260402.log
2026-04-02 13:41:19 | src.utils.logger_setup | INFO     | <module>:736 | Enhanced application started
2026-04-02 13:41:25 | src.utils.logger_setup | INFO     | setup_logging:76 | Logging initialized. Log file: data\logs\diagnostic_platform_20260402.log
2026-04-02 13:41:25 | src.utils.logger_setup | INFO     | <module>:736 | Enhanced application started
2026-04-02 13:41:42 | src.utils.logger_setup | INFO     | setup_logging:76 | Logging initialized. Log file: data\logs\diagnostic_platform_20260402.log
2026-04-02 13:41:42 | src.utils.logger_setup | INFO     | <module>:736 | Enhanced application started
