2026-04-06 19:19:54 | src.utils.logger_setup | INFO     | setup_logging:76 | Logging initialized. Log file: data\logs\diagnostic_platform_20260406.log
2026-04-06 19:19:54 | src.utils.logger_setup | INFO     | <module>:736 | Enhanced application started
2026-04-06 19:20:12 | src.utils.logger_setup | INFO     | setup_logging:76 | Logging initialized. Log file: data\logs\diagnostic_platform_20260406.log
2026-04-06 19:20:12 | src.utils.logger_setup | INFO     | <module>:736 | Enhanced application started
2026-04-06 19:20:20 | src.utils.logger_setup | INFO     | extract_and_validate_vision_data:1012 | Vision data validated: {'rpm': 5000, 'speed': 119, 'load': 0, 'temp': 100, 'dtc': 'P0100'}
2026-04-06 19:20:20 | src.utils.logger_setup | INFO     | log_execution_time:108 | ⏱️ Vision_Extraction took 6421.79ms
2026-04-06 19:20:20 | src.utils.logger_setup | INFO     | setup_logging:76 | Logging initialized. Log file: data\logs\diagnostic_platform_20260406.log
2026-04-06 19:20:20 | src.utils.logger_setup | INFO     | <module>:736 | Enhanced application started
2026-04-06 19:20:28 | src.utils.logger_setup | INFO     | setup_logging:76 | Logging initialized. Log file: data\logs\diagnostic_platform_20260406.log
2026-04-06 19:20:28 | src.utils.logger_setup | INFO     | <module>:736 | Enhanced application started
2026-04-06 19:20:33 | src.utils.logger_setup | INFO     | setup_logging:76 | Logging initialized. Log file: data\logs\diagnostic_platform_20260406.log
2026-04-06 19:20:33 | src.utils.logger_setup | INFO     | <module>:736 | Enhanced application started
2026-04-06 19:20:35 | src.utils.logger_setup | INFO     | setup_logging:76 | Logging initialized. Log file: data\logs\diagnostic_platform_20260406.log
2026-04-06 19:20:35 | src.utils.logger_setup | INFO     | <module>:736 | Enhanced application started
2026-04-06 19:20:36 | src.utils.logger_setup | INFO     | setup_logging:76 | Logging initialized. Log file: data\logs\diagnostic_platform_20260406.log
2026-04-06 19:20:36 | src.utils.logger_setup | INFO     | <module>:736 | Enhanced application started
2026-04-06 19:20:48 | src.utils.logger_setup | INFO     | setup_logging:76 | Logging initialized. Log file: data\logs\diagnostic_platform_20260406.log
2026-04-06 19:20:48 | src.utils.logger_setup | INFO     | <module>:736 | Enhanced application started
2026-04-06 19:20:56 | src.utils.logger_setup | INFO     | setup_logging:76 | Logging initialized. Log file: data\logs\diagnostic_platform_20260406.log
2026-04-06 19:20:56 | src.utils.logger_setup | INFO     | <module>:736 | Enhanced application started
2026-04-06 19:21:20 | src.utils.logger_setup | INFO     | setup_logging:76 | Logging initialized. Log file: data\logs\diagnostic_platform_20260406.log
2026-04-06 19:21:20 | src.utils.logger_setup | INFO     | <module>:736 | Enhanced application started
2026-04-06 19:21:28 | src.utils.logger_setup | INFO     | setup_logging:76 | Logging initialized. Log file: data\logs\diagnostic_platform_20260406.log
2026-04-06 19:21:28 | src.utils.logger_setup | INFO     | <module>:736 | Enhanced application started
