2026-04-07 00:00:40 | src.utils.logger_setup | INFO     | setup_logging:76 | Logging initialized. Log file: data\logs\diagnostic_platform_20260407.log
2026-04-07 00:00:40 | src.utils.logger_setup | INFO     | <module>:736 | Enhanced application started
2026-04-07 00:00:47 | src.utils.logger_setup | INFO     | setup_logging:76 | Logging initialized. Log file: data\logs\diagnostic_platform_20260407.log
2026-04-07 00:00:47 | src.utils.logger_setup | INFO     | <module>:736 | Enhanced application started
2026-04-07 00:00:51 | src.utils.logger_setup | INFO     | setup_logging:76 | Logging initialized. Log file: data\logs\diagnostic_platform_20260407.log
2026-04-07 00:00:51 | src.utils.logger_setup | INFO     | <module>:736 | Enhanced application started
2026-04-07 00:00:53 | src.utils.logger_setup | INFO     | extract_and_validate_vision_data:1012 | Vision data validated: {'rpm': 5000, 'speed': 119, 'load': 0, 'temp': 100, 'dtc': 'P0100'}
2026-04-07 00:00:57 | src.utils.logger_setup | INFO     | extract_and_validate_vision_data:1012 | Vision data validated: {'rpm': 5000, 'speed': 119, 'load': 0, 'temp': 100, 'dtc': 'P0100'}
2026-04-07 00:00:57 | src.utils.logger_setup | INFO     | log_execution_time:108 | ⏱️ Vision_Extraction took 3875.59ms
2026-04-07 00:00:57 | src.utils.logger_setup | INFO     | setup_logging:76 | Logging initialized. Log file: data\logs\diagnostic_platform_20260407.log
2026-04-07 00:00:57 | src.utils.logger_setup | INFO     | <module>:736 | Enhanced application started
2026-04-07 00:00:59 | src.utils.logger_setup | INFO     | setup_logging:76 | Logging initialized. Log file: data\logs\diagnostic_platform_20260407.log
2026-04-07 00:00:59 | src.utils.logger_setup | INFO     | <module>:736 | Enhanced application started
2026-04-07 00:01:02 | src.utils.logger_setup | INFO     | setup_logging:76 | Logging initialized. Log file: data\logs\diagnostic_platform_20260407.log
2026-04-07 00:01:02 | src.utils.logger_setup | INFO     | <module>:736 | Enhanced application started
2026-04-07 00:01:10 | src.utils.logger_setup | INFO     | setup_logging:76 | Logging initialized. Log file: data\logs\diagnostic_platform_20260407.log
2026-04-07 00:01:10 | src.utils.logger_setup | INFO     | <module>:736 | Enhanced application started
2026-04-07 00:01:11 | src.utils.logger_setup | INFO     | setup_logging:76 | Logging initialized. Log file: data\logs\diagnostic_platform_20260407.log
2026-04-07 00:01:11 | src.utils.logger_setup | INFO     | <module>:736 | Enhanced application started
2026-04-07 00:01:18 | src.utils.logger_setup | INFO     | setup_logging:76 | Logging initialized. Log file: data\logs\diagnostic_platform_20260407.log
2026-04-07 00:01:18 | src.utils.logger_setup | INFO     | <module>:736 | Enhanced application started
2026-04-07 00:01:46 | src.utils.logger_setup | INFO     | setup_logging:76 | Logging initialized. Log file: data\logs\diagnostic_platform_20260407.log
2026-04-07 00:01:46 | src.utils.logger_setup | INFO     | <module>:736 | Enhanced application started
